,osurl,subject
662,"https://explorer-api.opensyllabus.org/v1/works/50027779064666.json
",Mediterranean Region
663,"https://explorer-api.opensyllabus.org/v1/works/50027779064666.json
",Mediterranean Region
664,"https://explorer-api.opensyllabus.org/v1/works/50027779064666.json
",Mediterranean Region
665,"https://explorer-api.opensyllabus.org/v1/works/33243046872786.json
","Arts, Classical."
666,"https://explorer-api.opensyllabus.org/v1/works/33243046872786.json
",Reader-response criticism.
667,"https://explorer-api.opensyllabus.org/v1/works/33243046872786.json
",Classical literature
668,"https://explorer-api.opensyllabus.org/v1/works/49933289784431.json
","Mysteries, Religious."
669,"https://explorer-api.opensyllabus.org/v1/works/49933289784431.json
",Rome
670,"https://explorer-api.opensyllabus.org/v1/works/49933289784431.json
",Greece
671,"https://explorer-api.opensyllabus.org/v1/works/59167469471727.json
","Mysteries, Religious."
672,"https://explorer-api.opensyllabus.org/v1/works/59167469471727.json
",Rome
673,"https://explorer-api.opensyllabus.org/v1/works/59167469471727.json
",Greece
674,"https://explorer-api.opensyllabus.org/v1/works/48387101559657.json
",Rome (Italy)
675,"https://explorer-api.opensyllabus.org/v1/works/7636452359790.json
",Rome (Italy)
676,"https://explorer-api.opensyllabus.org/v1/works/50010599195200.json
","Arts, Greek"
677,"https://explorer-api.opensyllabus.org/v1/works/50010599195200.json
",Democracy
678,"https://explorer-api.opensyllabus.org/v1/works/50010599195200.json
",Greece
679,"https://explorer-api.opensyllabus.org/v1/works/50010599195200.json
",Athens (Greece)
680,"https://explorer-api.opensyllabus.org/v1/works/8546985414047.json
",Homer.
681,"https://explorer-api.opensyllabus.org/v1/works/8546985414047.json
","Rhetoric, Ancient"
682,"https://explorer-api.opensyllabus.org/v1/works/8546985414047.json
",Narration (Rhetoric)
683,"https://explorer-api.opensyllabus.org/v1/works/8546985414047.json
",Sex role in literature
684,"https://explorer-api.opensyllabus.org/v1/works/8546985414047.json
",Reader-response criticism
685,"https://explorer-api.opensyllabus.org/v1/works/8546985414047.json
",Authors and readers
686,"https://explorer-api.opensyllabus.org/v1/works/8546985414047.json
",Women and literature
687,"https://explorer-api.opensyllabus.org/v1/works/8546985414047.json
",Gender identity in literature
688,"https://explorer-api.opensyllabus.org/v1/works/8546985414047.json
",Feminism and literature
689,"https://explorer-api.opensyllabus.org/v1/works/8546985414047.json
",Man-woman relationships in literature
690,"https://explorer-api.opensyllabus.org/v1/works/8546985414047.json
",Odysseus (Greek mythology) in literature
691,"https://explorer-api.opensyllabus.org/v1/works/8546985414047.json
","Epic poetry, Greek"
692,"https://explorer-api.opensyllabus.org/v1/works/51359218928736.json
","Life cycle, Human."
693,"https://explorer-api.opensyllabus.org/v1/works/51359218928736.json
",Greece
694,"https://explorer-api.opensyllabus.org/v1/works/54932631718520.json
","Life cycle, Human."
695,"https://explorer-api.opensyllabus.org/v1/works/54932631718520.json
",Greece
696,"https://explorer-api.opensyllabus.org/v1/works/8040179034847.json
","Plautus, Titus Maccius."
697,"https://explorer-api.opensyllabus.org/v1/works/73151882994955.json
","Plautus, Titus Maccius."
698,"https://explorer-api.opensyllabus.org/v1/works/45810121181015.json
",Drama
699,"https://explorer-api.opensyllabus.org/v1/works/45810121181015.json
",Athens (Greece)
700,"https://explorer-api.opensyllabus.org/v1/works/50903952392659.json
",Drama
701,"https://explorer-api.opensyllabus.org/v1/works/50903952392659.json
",Athens (Greece)
702,"https://explorer-api.opensyllabus.org/v1/works/36867999270966.json
",Bible.
703,"https://explorer-api.opensyllabus.org/v1/works/36867999270966.json
","Greek language, Biblical"
704,"https://explorer-api.opensyllabus.org/v1/works/36867999270966.json
","Greek language, Biblical"
705,"https://explorer-api.opensyllabus.org/v1/works/39144331938565.json
",Polish language
706,"https://explorer-api.opensyllabus.org/v1/works/39144331938565.json
",Translating and interpreting
707,"https://explorer-api.opensyllabus.org/v1/works/55207509623309.json
","Purity, Ritual"
708,"https://explorer-api.opensyllabus.org/v1/works/55207509623309.json
",Greece
709,"https://explorer-api.opensyllabus.org/v1/works/42356967476279.json
",Sanskrit language
710,"https://explorer-api.opensyllabus.org/v1/works/50113678412361.json
",Bible
711,"https://explorer-api.opensyllabus.org/v1/works/50113678412361.json
","Greek language, Biblical"
712,"https://explorer-api.opensyllabus.org/v1/works/50113678412361.json
","Greek language, Biblical"
713,"https://explorer-api.opensyllabus.org/v1/works/47880295417542.json
","Plautus, Titus Maccius"
714,"https://explorer-api.opensyllabus.org/v1/works/47880295417542.json
",Theater audiences
715,"https://explorer-api.opensyllabus.org/v1/works/47880295417542.json
",Latin drama (Comedy)
716,"https://explorer-api.opensyllabus.org/v1/works/8323647128042.json
",Education
717,"https://explorer-api.opensyllabus.org/v1/works/33277406612181.json
",Education
718,"https://explorer-api.opensyllabus.org/v1/works/36859409336069.json
",Comedy
719,"https://explorer-api.opensyllabus.org/v1/works/36859409336069.json
",Tragedy
720,"https://explorer-api.opensyllabus.org/v1/works/36859409336069.json
",Literature and society
721,"https://explorer-api.opensyllabus.org/v1/works/36859409336069.json
",Greek drama
722,"https://explorer-api.opensyllabus.org/v1/works/45707041964889.json
",Homer
723,"https://explorer-api.opensyllabus.org/v1/works/45707041964889.json
",Homer
724,"https://explorer-api.opensyllabus.org/v1/works/45707041964889.json
",Cycles (Literature)
725,"https://explorer-api.opensyllabus.org/v1/works/45707041964889.json
",Lost literature
726,"https://explorer-api.opensyllabus.org/v1/works/45707041964889.json
",Literature and history
727,"https://explorer-api.opensyllabus.org/v1/works/45707041964889.json
","Influence (Literary, artistic, etc.)"
728,"https://explorer-api.opensyllabus.org/v1/works/45707041964889.json
",Trojan War
729,"https://explorer-api.opensyllabus.org/v1/works/45707041964889.json
","Epic poetry, Greek"
730,"https://explorer-api.opensyllabus.org/v1/works/45707041964889.json
",Troy (Extinct city)
731,"https://explorer-api.opensyllabus.org/v1/works/47768626267785.json
","Parthenon (Athens, Greece)"
732,"https://explorer-api.opensyllabus.org/v1/works/8624294737161.json
",Heracles (Greek mythology)
